exam,branch_raw,branch_clean,n_rows,n_colleges,status,existing_branch_id,suggested_primary_branch,note
JoSAA,"Biological Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Biological Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",345,1,NEW,,Biomedical Engineering,
JoSAA,"Biological Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))","Biological Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",352,1,NEW,,Fishery Science,
JoSAA,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",387,1,NEW,,Chemical Engineering,
JoSAA,"Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",234,1,NEW,,Chemical Engineering,
JoSAA,"Chemical Science (5 Years, Integrated Bachelor of Science-Master of Science)","Chemical Science (5 Years, Integrated Bachelor of Science-Master of Science)",48,1,NEW,,Chemical Engineering,
JoSAA,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",329,1,NEW,,Civil Engineering,
JoSAA,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",352,2,NEW,,Civil Engineering,
JoSAA,"Civil Engineering and M.Tech in Water Resources (5 Years, Bachelor and Master of Technology (Dual Degree))","Civil Engineering and M.Tech in Water Resources (5 Years, Bachelor and Master of Technology (Dual Degree))",36,1,NEW,,Civil Engineering,
JoSAA,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",292,1,NEW,,Civil Engineering,
JoSAA,"Civil Engineering with M.Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Civil Engineering with M.Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",24,1,NEW,,Civil Engineering,
JoSAA,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))","Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",443,2,NEW,,Civil Engineering,
JoSAA,"Computational Engineering and Mechanics (4 Years, Bachelor of Technology)","Computational Engineering and Mechanics (4 Years, Bachelor of Technology)",72,1,NEW,,,
JoSAA,"Computer Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Computer Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",65,1,NEW,,Computer Science and Engineering,
JoSAA,"Computer Science & Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","Computer Science & Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",132,1,NEW,,Computer Science and Engineering,
JoSAA,"Computer Science (5 Years, Integrated Master of Technology)","Computer Science (5 Years, Integrated Master of Technology)",184,1,NEW,,Computer Science and Engineering,
JoSAA,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",60,1,NEW,,Artificial Intelligence / Machine Learning / Data Science,
JoSAA,"Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology ) (4 Years, Bachelor of Technology)","Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology ) (4 Years, Bachelor of Technology)",40,1,NEW,,Cyber Security,
JoSAA,"Computer Science and Engineering and M.Tech Computer Science (5 Years, Bachelor and Master of Technology (Dual Degree))","Computer Science and Engineering and M.Tech Computer Science (5 Years, Bachelor and Master of Technology (Dual Degree))",36,1,NEW,,Computer Science and Engineering,
JoSAA,"Computer Science and Engineering and M.Tech in Information Security (5 Years, Bachelor and Master of Technology (Dual Degree))","Computer Science and Engineering and M.Tech in Information Security (5 Years, Bachelor and Master of Technology (Dual Degree))",36,1,NEW,,Computer Science and Engineering,
JoSAA,"Computer Science and Engineering with minor in AI and ML (4 Years, Bachelor of Technology)","Computer Science and Engineering with minor in AI and ML (4 Years, Bachelor of Technology)",42,1,NEW,,Artificial Intelligence / Machine Learning / Data Science,
JoSAA,"Computer Science and Engineering with specialization in Quantum Technologies (4 Years, Bachelor of Technology)","Computer Science and Engineering with specialization in Quantum Technologies (4 Years, Bachelor of Technology)",60,1,NEW,,Artificial Intelligence / Machine Learning / Data Science,
JoSAA,"Computer Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","Computer Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",54,1,NEW,,Computer Science and Engineering,
JoSAA,"Design (4 Years, Bachelor of Technology)","Design (4 Years, Bachelor of Technology)",48,1,NEW,,Design,
JoSAA,"Design Engineering (4 Years, Bachelor of Technology)","Design Engineering (4 Years, Bachelor of Technology)",36,1,NEW,,Design,
JoSAA,"Digital Agriculture (4 Years, Bachelor of Technology)","Digital Agriculture (4 Years, Bachelor of Technology)",48,1,NEW,,Agricultural Engineering,
JoSAA,"Economics (5 Years, Integrated Master of Science)","Economics (5 Years, Integrated Master of Science)",250,1,NEW,,Economics,
JoSAA,"Electrical Engineering (Integrated Circuit Design and Technology) (4 Years, Bachelor of Technology)","Electrical Engineering (Integrated Circuit Design and Technology) (4 Years, Bachelor of Technology)",49,1,NEW,,Electrical Engineering,
JoSAA,"Electrical Engineering and M.Tech Control and Automation (5 Years, Bachelor and Master of Technology (Dual Degree))","Electrical Engineering and M.Tech Control and Automation (5 Years, Bachelor and Master of Technology (Dual Degree))",36,1,NEW,,Electrical Engineering,
JoSAA,"Electrical Engineering and M.Tech Electronic Systems and Communications (5 Years, Bachelor and Master of Technology (Dual Degree))","Electrical Engineering and M.Tech Electronic Systems and Communications (5 Years, Bachelor and Master of Technology (Dual Degree))",48,1,NEW,,Electrical Engineering,
JoSAA,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))","Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",327,2,NEW,,Electrical Engineering,
JoSAA,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))","Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",121,1,NEW,,Electrical Engineering,
JoSAA,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))","Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",114,1,NEW,,Electrical Engineering,
JoSAA,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))","Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",400,1,NEW,,Electrical Engineering,
JoSAA,"Electrical and Instrumentation Engineering (4 Years, Bachelor of Technology)","Electrical and Instrumentation Engineering (4 Years, Bachelor of Technology)",183,1,NEW,,Electrical Engineering,
JoSAA,"Electronics & Communication Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","Electronics & Communication Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",125,1,NEW,,Electronics and Communication Engineering,
JoSAA,"Electronics System Engineering (4 Years, Bachelor of Technology)","Electronics System Engineering (4 Years, Bachelor of Technology)",274,1,NEW,,Electronics Engineering,
JoSAA,"Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, Bachelor of Technology)","Electronics and Communication Engineering (Under Flexible Academic Program) (4 Years, Bachelor of Technology)",60,1,NEW,,Electronics and Communication Engineering,
JoSAA,"Electronics and Communication Engineering (VLSI Design) (4 Years, Bachelor of Technology)","Electronics and Communication Engineering (VLSI Design) (4 Years, Bachelor of Technology)",36,1,NEW,,Electronics and Communication Engineering,
JoSAA,"Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",60,2,NEW,,Electronics and Communication Engineering,
JoSAA,"Electronics and Communication Engineering - Design and Manufacturing + M. Tech VLSI & Electronic System Design (5 Years, Bachelor and Master of Technology (Dual Degree))","Electronics and Communication Engineering - Design and Manufacturing + M. Tech VLSI & Electronic System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",27,1,NEW,,Electronics and Communication Engineering,
JoSAA,"Electronics and Communication Engineering - Design and Manufacturing + M.Tech Signal Processing & Communication System Design (5 Years, Bachelor and Master of Technology (Dual Degree))","Electronics and Communication Engineering - Design and Manufacturing + M.Tech Signal Processing & Communication System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",24,1,NEW,,Electronics and Communication Engineering,
JoSAA,"Electronics and Communication Engineering and M.Tech (ECE) Spl. (Micro Electronics) (5 Years, Bachelor and Master of Technology (Dual Degree))","Electronics and Communication Engineering and M.Tech (ECE) Spl. (Micro Electronics) (5 Years, Bachelor and Master of Technology (Dual Degree))",39,1,NEW,,Electronics and Communication Engineering,
JoSAA,"Electronics and Communication Engineering and M.Tech Communication and Network (5 Years, Bachelor and Master of Technology (Dual Degree))","Electronics and Communication Engineering and M.Tech Communication and Network (5 Years, Bachelor and Master of Technology (Dual Degree))",36,1,NEW,,Electronics and Communication Engineering,
JoSAA,"Electronics and Communication Engineering and M.Tech. Bio-Medical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Electronics and Communication Engineering and M.Tech. Bio-Medical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",39,1,NEW,,Electronics and Communication Engineering,
JoSAA,"Electronics and Communication Engineering and MBA (Information Technology) (5 Years, Bachelor of Technology and MBA (Dual Degree))","Electronics and Communication Engineering and MBA (Information Technology) (5 Years, Bachelor of Technology and MBA (Dual Degree))",39,1,NEW,,Computer Science and Engineering,
JoSAA,"Electronics and Communication Engineering with specialization in Design and Manufacturing + M. Tech - Signal Processing and Communication Systems Design (5 Years, Bachelor and Master of Technology (Dual Degree))","Electronics and Communication Engineering with specialization in Design and Manufacturing + M. Tech - Signal Processing and Communication Systems Design (5 Years, Bachelor and Master of Technology (Dual Degree))",28,1,NEW,,Electronics and Communication Engineering,
JoSAA,"Electronics and Communication Engineering with specialization in Design and Manufacturing + M. Tech - VLSI and Electronic Systems Design (5 Years, Bachelor and Master of Technology (Dual Degree))","Electronics and Communication Engineering with specialization in Design and Manufacturing + M. Tech - VLSI and Electronic Systems Design (5 Years, Bachelor and Master of Technology (Dual Degree))",28,1,NEW,,Electronics and Communication Engineering,
JoSAA,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))","Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",482,1,NEW,,Electrical Engineering,
JoSAA,"Electronics and Instrumentation Engineering and M.Tech VLSI Design and Embedded (5 Years, Bachelor and Master of Technology (Dual Degree))","Electronics and Instrumentation Engineering and M.Tech VLSI Design and Embedded (5 Years, Bachelor and Master of Technology (Dual Degree))",36,1,NEW,,Electronics and Communication Engineering,
JoSAA,"Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",54,1,NEW,,Electronics and Communication Engineering,
JoSAA,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",290,1,NEW,,Energy Engineering,
JoSAA,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)","Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",96,1,NEW,,Electrical Engineering,
JoSAA,"Engineering Physics (5 Years, Integrated Master of Technology)","Engineering Physics (5 Years, Integrated Master of Technology)",24,1,NEW,,Physics,
JoSAA,"Engineering Physics and M.Tech. with specialization in Nano Science (5 Years, Bachelor and Master of Technology (Dual Degree))","Engineering Physics and M.Tech. with specialization in Nano Science (5 Years, Bachelor and Master of Technology (Dual Degree))",30,1,NEW,,Physics,
JoSAA,"Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",291,1,NEW,,Environmental Engineering,
JoSAA,"Exploration Geophysics (5 Years, Integrated Master of Science)","Exploration Geophysics (5 Years, Integrated Master of Science)",204,1,NEW,,Physics,
JoSAA,"Food Technology (5 Years, Integrated Master of Science)","Food Technology (5 Years, Integrated Master of Science)",97,1,NEW,,Food Technology,
JoSAA,"Industrial Chemistry (5 Years, Integrated Master of Technology)","Industrial Chemistry (5 Years, Integrated Master of Technology)",24,1,NEW,,Production / Industrial Engineering,
JoSAA,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))","Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",355,1,NEW,,Production / Industrial Engineering,
JoSAA,"Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",54,1,NEW,,Computer Science and Engineering,
JoSAA,"Information Technology (Under Flexible Academic Program) (4 Years, Bachelor of Technology)","Information Technology (Under Flexible Academic Program) (4 Years, Bachelor of Technology)",60,1,NEW,,Computer Science and Engineering,
JoSAA,"Information Technology and M.Tech (Information Technology) Spl. (Cyber Law and Information Security) (5 Years, Bachelor and Master of Technology (Dual Degree))","Information Technology and M.Tech (Information Technology) Spl. (Cyber Law and Information Security) (5 Years, Bachelor and Master of Technology (Dual Degree))",39,1,NEW,,Cyber Security,
JoSAA,"Information Technology and M.Tech (Information Technology) Spl. (Human Computer Interaction) (5 Years, Bachelor and Master of Technology (Dual Degree))","Information Technology and M.Tech (Information Technology) Spl. (Human Computer Interaction) (5 Years, Bachelor and Master of Technology (Dual Degree))",39,1,NEW,,Computer Science and Engineering,
JoSAA,"Information Technology and M.Tech (Information Technology) Spl. (Intellegent System) (5 Years, Bachelor and Master of Technology (Dual Degree))","Information Technology and M.Tech (Information Technology) Spl. (Intellegent System) (5 Years, Bachelor and Master of Technology (Dual Degree))",52,1,NEW,,Computer Science and Engineering,
JoSAA,"Information Technology and M.Tech (Information Technology) Spl. Bio-Informatics (5 Years, Bachelor and Master of Technology (Dual Degree))","Information Technology and M.Tech (Information Technology) Spl. Bio-Informatics (5 Years, Bachelor and Master of Technology (Dual Degree))",52,1,NEW,,Computer Science and Engineering,
JoSAA,"Information Technology and M.Tech (Information Technology) Spl. Robotics (5 Years, Bachelor and Master of Technology (Dual Degree))","Information Technology and M.Tech (Information Technology) Spl. Robotics (5 Years, Bachelor and Master of Technology (Dual Degree))",52,1,NEW,,Computer Science and Engineering,
JoSAA,"Information Technology and M.Tech (Information Technology) Spl. Software Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Information Technology and M.Tech (Information Technology) Spl. Software Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",52,1,NEW,,Computer Science and Engineering,
JoSAA,"Information Technology and M.Tech (Information Technology) Spl. Wireless Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Information Technology and M.Tech (Information Technology) Spl. Wireless Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",52,1,NEW,,Computer Science and Engineering,
JoSAA,"Information Technology and MBA (Information Technology) (5 Years, Bachelor of Technology and MBA (Dual Degree))","Information Technology and MBA (Information Technology) (5 Years, Bachelor of Technology and MBA (Dual Degree))",52,1,NEW,,Computer Science and Engineering,
JoSAA,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)","Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",66,1,NEW,,Biomedical Engineering,
JoSAA,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)",262,1,NEW,,Computer Science and Engineering,
JoSAA,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)",228,1,NEW,,Computer Science and Engineering,
